 Activity Identifier, Activity Default Currency, Activity Default Language, Humanitarian, Activity Title, Activity Description (General), Activity Description (Objectives), Activity Description (Target Groups), Activity Description (Others), Activity Status, Actual Start Date, Actual End Date, Planned Start Date, Planned End Date, Participating Organisation Role, Participating Organisation Type, Participating Organisation Name, Participating Organisation Identifier, Recipient Country Code, Recipient Country Percentage, Recipient Region Code, Recipient Region Percentage, Sector Vocabulary,Sector Vocabulary URI, Sector Code, Sector Percentage, Sector Narrative, Transaction Internal Reference, Transaction Type, Transaction Date, Transaction Value, Transaction Value Date, Transaction Description, Transaction Provider Organisation Identifier, Transaction Provider Organisation Type, Transaction Provider Organisation Activity Identifier, Transaction Provider Organisation Description, Transaction Receiver Organisation Identifier, Transaction Receiver Organisation Type, Transaction Receiver Organisation Activity Identifier, Transaction Receiver Organisation Description, Transaction Sector Vocabulary, Transaction Sector Vocabulary URI, Transaction Sector Code,Transaction Sector Narrative, Transaction Recipient Country Code, Transaction Recipient Region Code, Policy Marker Vocabulary, Policy Marker Code, Policy Marker Significance, Activity Scope, Budget Type, Budget Status, Budget Period Start, Budget Period End, Budget Value, Budget Value Date, Budget Currency, Related Activity Identifier, Related Activity Type, Contact Type, Contact Organization, Contact Department, Contact Person Name, Contact Job Title, Contact Telephone, Contact Email, Contact Website, Contact Mailing Address
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,654,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,2356,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,576,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,138314,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,501779,2021/06/30,USD,,,,,,,,,,,
3602-TLC,USD,en,0,Jinja Trade Logistics Cluster,The Jinja Trade & Logistics Cluster seeks to unlock constraints to value addition in export-oriented sectors that have high growth potential for manufacturing and labor absorption.,,,,2,2018/07/01,,2018/07/01,2021/09/30,4,23,TradeMark East Africa,,UG,100,298,,1,,33120,50,,,3,2019/10/31,50429,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,31162,50,,,3,2020/01/31,49724,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,17631,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,398352,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,1314,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,519784,2021/06/30,USD,,,,,,,,,,,
3588-COVID19,USD,en,0,Safe Trade Kenya Country Programme -Women in Trade  and  Safe Trade Zones (COVID-19),The safe trade zones are to support formal and informal cross border traders conduct business safely. The interventions will facilitate trade without compromising health and ensuring safety measures are instituted to contain the spread of the virus across borders.,,,,2,2020/09/01,,2020/09/01,2021/12/31,4,23,TradeMark East Africa,,KE,100,298,,1,,33120,34,,,3,2020/10/31,180,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33120,33,,,3,2021/01/31,23708,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,15170,33,,,3,2021/04/30,2214,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,529150,2021/06/30,USD,,,,,,,,,,,
3586-COVID19,USD,en,0,"Safe Trade Kenya Country Programme -Standards, Sanitary and Phyto-Sanitary  Interventions (COVID-19)","The project aims at supporting the application of relevant standards, technical regulations and SPS measures to facilitate safe trade during the COVID-19 emergency. On the one hand the project will support enterprises to produce and supply safe medicaments, personal protective equipment and food that meet requisite standards or SPS requirements. On the other hand, the project supports standards and SPS regulatory authorities to ensure PPE, medical and food supplies conform to meet health, and safety requirements defined in health and safety standards, guidelines, and protocols.",,,,2,2020/09/01,,2020/09/01,2021/12/31,4,23,TradeMark East Africa,,KE,100,298,,1,,33120,34,,,3,2020/10/31,4710,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33130,33,,,3,2021/01/31,12767,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,43073,33,,,3,2021/04/30,124646,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,520000,2021/06/30,USD,,,,,,,,,,,
3585-COVID19,USD,en,0,Safe Trade Kenya Country Programme -Supply Chain Support (COVID-19),The project support is to facilitate the horticulture industry in Kenya respond to the Covid-19 through advocacy work for improved freight logistics, develop a Communication Strategy and engage stakeholders to enhance image of Kenya’s produce and support smallholder export companies to sustain production and export. ,,,2,2020/09/01,,2020/09/01,2021/12/31,4,23,TradeMark East Africa,,KE,100,298,,1,,33120,50,,,3,2020/10/31,285000,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,31162,50,,,3,2021/01/31,188187,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,589822,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,1155000,2021/06/30,USD,,,,,,,,,,,
3583-COVID19,USD,en,0,Safe Trade  Kenya Country Programme -Tech Interventions (COVID-19),"Safe Trade Cluster 2 technology works will focus on three key broad intervention areas: 
1.	Regional Electronic Cargo and Driver Tracking System (RECDTS)
A digital-based solution that provides a trusted framework for sharing the mutually recognised EAC COVID-19 Test Certificates among Ministries of Health in the EAC, to facilitate movement of truck drivers across the region through elimination of multiple testing at entry points in the times of COVID-19. Support areas include;
a.	System development – including development of drivers, health, and enforcement officers mobile applications; geo-fencing of designated stop/rest areas along the major trade corridors in the EAC
b.	System integrations/interfaces to National Laboratory Systems. 
c.	System Infrastructure and operational support framework for the anchor platform (RECTS) - hosting support.
d.	Change management activities – sensitization/training of users (truck drivers, truck companies, health, and enforcement officers)

2.	Paperless border transactions
Enhancement of the SCT centralised platform to include automation of transit documents. This will limit the use of paper - a potential conduit of virus transmission, as well as limit human interaction in the times of COVID-19.

3.	Automatic identification and verification technologies (subject to availability of funds)
These will automate and further enhance clearance and release processes at border crossings, utilising technology to limit human interaction. These technologies will include;
a.	Smart gates. 
b.	Optical Character Recognition (OCR).
c.	Facial recognition. 
d.	Automatic number plate reader.",,,,2,2020/04/01,,2020/04/01,2021/12/31,4,23,TradeMark East Africa,,KE,100,298,,1,,33120,50,,,3,2020/07/30,8097,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,22040,50,,,3,2020/10/31,645365,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,14057,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,808333,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,1868745,2021/06/30,USD,,,,,,,,,,,
3582-COVID19,USD,en,0,Safe Trade-Kenya Country Programme -Personal Protective Equiorment  and Testing (COVID-19),"Supply of PPEs to Malaba, Busia, Namanga & Isebania OSBPs, construction of quarantine facilities at Busia and Malaba OSBPs, and installation of water supply system at Malaba OSBP",,,,2,2020/09/30,,2020/09/30,2021/12/31,4,23,TradeMark East Africa,,KE,100,298,,1,,33120,50,,,3,2020/04/30,2493985,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,21010,50,,,3,2020/07/30,239965,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,13061,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,20025,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,59139,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,2384669,2021/06/30,USD,,,,,,,,,,,
3576-WIT-KE,USD,en,0,Greater Inclusion of Women in Trade in Kenya,"The Women in Trade project in Kenya will scale up and build on the work implemented in Strategy I that targeted women in the horticulture sub-sector. The purpose of this country specific project is to increase value of trade by women in Kenya through capacity building for women-in-business and their associations and facilitating access to markets.

The objectives of the project are; i) Enhance export capacity for women owned enterprises; ii) Increase participation of women traders in select sectors and; iii) Improve the policy and regulatory environment for women in trade.",,,,2,2017/08/01,,2017/08/01,2022/07/31,4,23,TradeMark East Africa,,KE,100,298,,1,,33120,34,,,3,2019/10/31,121363,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33120,33,,,3,2020/01/31,36805,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,15170,33,,,3,2020/04/30,41299,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,393221,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,60839,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,240,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,372796,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,1066205,2021/06/30,USD,,,,,,,,,,,
3571-EG,USD,en,0,Enhancing Market Access for Fresh Produce through Certification ,"The stringent international standards and dynamic market requirements remain an increasing impediment to export market access. The volume of horticulture exports to the EU market dropped by 30 per cent from 4,143 tons in the year 2014 to 3672 tons in the year 2015. Specifically, the volume of fresh vegetables exports from Kenya reduced by 7% compared to 2014. This drop is partly attributed to inadequate skills in compliance and low capacity in quality management by small scale farmers to comply with stringent market requirements, weak traceability system and lack of information on new emerging markets.

Budget: US$ 485,000? ",,,,2,2019/07/02,,2019/07/02,2022/03/31,4,23,TradeMark East Africa,,KE,100,298,,1,,33120,50,,,3,2019/10/31,508,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,31162,50,,,3,2020/01/31,250564,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/04/30,3060,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,240645,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,494777,2021/06/30,USD,,,,,,,,,,,
3565-LH,USD,en,0,Mombasa Trade and Logistics Hub,"The Coastal region, comprising of about 4 million people, faces significant development challenges leading to widespread unemployment and poverty of 38% and 59% respectively. These are the 2nd highest unemployment and poverty rates in the country after North Eastern region which is mostly semi-arid occurs in a region with abundant land and sea resources that have not been fully exploited due to various challenges thereby resulting in tension, unemployment and civil strife due to economic underdevelopment and increasing sense of marginalization. 

These challenges have been compounded by collapse of key economic drivers like agriculture and fisheries, low factor productivity and overreliance on primary agricultural production for subsistence and domestic markets.

The Trade and Logistics Cluster approach seeks to establish a vision for the Coastal region based on higher value productive activities and providing a pathway to help the region achieve the necessary structural transformation from low value subsistence agricultural production to higher productivity through manufacturing for export, value addition activities and development of backward and forward value chains. Initial scoping study done by TMEA using World Bank Geospatial planning model, identified agribusiness, Textiles and apparel, and fisheries as the three key sectors with huge growth potential to generate employment, earn foreign exchange through exports, create high value markets for local farmers and new opportunities for local small and Medium Enterprises. ",,,,2,2018/01/01,,2018/01/01,2023/12/31,4,23,TradeMark East Africa,,KE,100,298,,1,,33120,50,,,3,2019/04/30,270984,2019/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/04/30 to 2019/06/30,,,,,,,,,,,,,,,,,,,2,2,2019/06/30,2019/06/30,0,2019/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,31162,50,,,3,2019/07/30,237983,2019/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/07/30 to 2019/09/30,,,,,,,,,,,,,,,,,,,2,2,2019/09/30,2019/09/30,0,2019/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2019/10/31,60930,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/01/31,133551,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/04/30,367257,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,1141,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,5608,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,97177,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,200533,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,1256020,2021/06/30,USD,,,,,,,,,,,
3562-PPD,USD,en,0,Support to Public-Private Dialogue,"This project on integrating Public-Private Sector Dialogue (PPD) for Trade and Investment in Kenya, complements TMEA's Outcome 1 and 2 interventions and results relating to; 
•	Reduction in transport cost and time and Increased efficiency in private sector logistics services provision.
•	Enhanced Customs, Port and other trade-related agencies efficiency.
•	Reduction in tariffs, taxes and levies (including sub-national) and increased tax incentives.
•	Enhanced efficiency of the Bureau of Standards, and improve private sector compliance. 
•	Catalysing increase in exports, job creation (direct and indirect) and additional investment in targeted sectors in Kenya.

The programme will have one Lead coalition Partner, the Kenya Private Sector Alliance (KEPSA) a national private sector apex body working jointly with the Kenya Association of Manufacturers (KAM) and other PSOs, sector-based associations and Civil Society organisations. The Lead coalition Partner is the Key convenor of PPD forums, EABC’s focal point and a link to the regional programme.",,,,2,2019/07/01,,2019/07/01,2021/12/31,4,23,TradeMark East Africa,,KE,100,298,,1,,33120,50,,,3,2019/10/31,217704,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,31162,50,,,3,2020/04/30,571848,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,-693,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,355170,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,5643,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,794502,2021/06/30,USD,,,,,,,,,,,
3561-MPCC,USD,en,0,Strengthening Performance in Implementing the Mombasa Port Community Charter (MPCC),"The proposed support is aimed at strengthening coordination of the port charter implementation. This will be achieved by providing support to a secretariat that will be established to manage the day-to-day activities of revising the charter targets and setting up an M&E unit to ensure progress is effectively tracked.

To complement TMEA, key partners in the MPCC SC (KMA, KPA, NCTTCA, KRA, SCEA,TMEA) have designated resources to support the implementation process by facilitating the holding of meetings, attendance of key technical persons and coordinating preparation of reports. The contribution by the steering committee for coordination activities includes technical expertise/man-hour, conference facility package fee for all quarterly meetings.",,,,2,2018/01/01,,2018/01/01,2021/06/30,4,23,TradeMark East Africa,,KE,100,298,,1,,33120,50,,,3,2019/10/31,408270,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,21010,50,,,3,2020/01/31,36680,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/04/30,1616,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,30726,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,3904,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,41932,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,50756,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,582591,2021/06/30,USD,,,,,,,,,,,
3555-M,USD,en,0,Moyale Integrated Border Management ,"The IBM Programme II  builds on the Strategy I IBM programme and incorporates lessons learnt. IBM II projects are located within the EAC region and at borders between the EAC and the Great Lakes, Horn of Africa and Southern Africa regions. The projects are aligned to Article 12 (1) and (2) of the TFA, which encourages customs administrations to cooperate and exchange information on matters promoting trader compliance. Given that the EAC has progressed through the adoption of a Customs Union, Common Market Protocol and recently the Single Customs Territory, it is best placed to advance these principles within the community and to extend it to its neighbours.  

The projects will be implemented by TMEA, jointly with the EAC Secretariat and OSBPs Lead Agencies, in collaboration with all the Government border agencies (Ministries, Departments and Agencies), National OSBPs Steering Committees, National Trade Facilitation Committees, Corridor Authorities and Joint Border Committees",,,,2,2017/09/01,,2017/09/01,2022/03/31,4,23,TradeMark East Africa,,KE,100,298,,1,,33120,50,,,3,2019/10/31,143643,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,21010,50,,,3,2020/01/31,46646,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/04/30,207876,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
